School ID,School Name,Borough,Building Code,Street Address,City,State,Zip Code,Latitude,Longitude,Phone Number,Start Time,End Time,Student Enrollment,Percent White,Percent Black,Percent Hispanic,Percent Asian,Average Score (SAT Math),Average Score (SAT Reading),Average Score (SAT Writing),Percent Tested,language_classes,# of Language Classes,online_language_courses,# of online language courses,advancedplacement_courses,# of ap courses,online_ap_courses,# of online ap courses,extracurricular_activities,# of extracurriculars,psal_sports_boys,# of boys sports,psal_sports_girls,# of girls sports,psal_sports_coed,# of coed sports
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,Brooklyn,NY,11235,40.58085,-73.93609,718-368-8500,8:15 AM,2:30 PM,1081,59.10%,10.20%,10.60%,18.70%,563,534,543,94.00%,"Italian, Spanish",2,,0,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Microeconomics, Spanish Language and Culture, Statistics, Studio Art: Drawing, United States History, World History",10,,0,"African American Club, Anime Club, Archon, Arista, B’nai B'rith, Center for Arts Education, CUNY Arts, Dances, Film, Gamers Club, Hispanic Club, Intel, Jewish Culture Club, Musical and Dramatic Plays, Musical Concerts, Project Hope, Scholastic Art Competition, Sci-Fi, SING, Volunteer Activities",20,"Basketball, Bowling, Golf, Handball, Soccer, Swimming, Tennis",7,"Basketball, Bowling, Soccer, Swimming, Tennis, Volleyball",6,Wrestling,1
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,Brooklyn,NY,11218,40.6492,-73.97169,718-853-6184,8:00 AM,3:00 PM,605,4.60%,72.20%,9.10%,7.90%,502,495,493,98.10%,Spanish,1,,0,,0,,0,"Cheerleading, Literary Magazine, Middle College National Consortium Student Leadership Conference, National Honor Society, National Junior Honor Society, SmHeart Girls, Yearbook",7,Basketball,1,Basketball,1,,0
22K611,Origins High School,Brooklyn,K495,3000 Avenue X,Brooklyn,NY,11235,40.59419,-73.93684,718-891-0037,8:45 AM,4:00 PM,213,22.50%,42.30%,21.60%,12.70%,,,,,Russian,1,,0,,0,,0,"Student Government, Mock Trial, After-school Tutoring, and Peer Mediation are available year round. We also offer a variety of clubs and enrichment activities throughout the year, based on student interest, including: Gaming Club, Anime/Manga Club, Poetry, Digital Photography, Green Team, Culture Club, Russian Language and Culture, Muslim Student Association (MSA), and Sign Language.",14,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football & JV Football, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball & JV Basketball, Bowling, Cross Country, Gymnastics, Handball, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Tennis, Volleyball",11,"Cricket, Double Dutch, Golf",3
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,Brooklyn,NY,11233,40.67414,-73.91349,718-922-1145,8:30 AM,2:45 PM,353,0.30%,87.50%,9.60%,1.40%,394,395,399,64.40%,"French, Spanish",2,,0,"Biology, English Literature and Composition, Studio Art: Drawing",3,,0,"Advanced Art, Chess, Games, Music, Peer Educators, Peer Mediators, Stepping, Student Ambassadors, Student Government, Tutoring",10,Basketball,1,Basketball,1,Cross Country,1
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-485-3789,9:07 AM,3:27 PM,319,0.30%,88.10%,11.30%,0.00%,400,407,394,65.40%,Spanish,1,,0,"Art History, English Literature and Composition, Physics C: Mechanics",3,,0,"Videography, Wellness Committee, RROCS, 3-on-3 Basketball, Step Team, Intramural Sports, Chess Club, Art Club, Women in Science, Gentlemen Scholars, Mixed Martial Arts, National Honor Society, Poetry Out Loud, Cheerleading, Student Government Organization, Student Ambassadors Program, Cultural Heritage Night, International Trip, Yearbook, Senior Committee",20,"Baseball, Basketball",2,"Basketball, Football, Volleyball",3,Double Dutch,1
23K644,Eagle Academy for Young Men II,Brooklyn,K271,1137 Herkimer Street,Brooklyn,NY,11233,40.67783,-73.91582,718-495-0863,8:45 AM,3:00 PM,576,1.90%,85.30%,11.90%,0.00%,,,,0.00%,Spanish,1,,0,"Biology, Calculus AB, Chemistry, English Literature and Composition, Psychology, United States History",6,,0,"Anime, Creative Writing, Drama, Culinary Arts, Eagle Gives Back (Community Service), Band",6,"Basketball & JV Basketball, Football & JV Football, Indoor Track, JV Baseball, Lacrosse",5,,0,,0
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-498-2605,8:20 AM,2:40 PM,390,0.60%,83.00%,15.70%,0.30%,394,399,412,56.60%,Spanish,1,,0,"Calculus AB, English Literature and Composition, United States History",3,,0,"Boys' Video, After-School Band, Arcade, Art, Praise Dance Troupe, Double Dutch, Drama, Future Teachers of America, Girls' Leadership and Mentorship (GLAM), Mentoring, National Honor Society, Peer Mediation, Peer Tutoring, Peer Leaders, Yearbook, PM School & Saturday Academy for Test Preparation.",16,"Baseball, Basketball",2,"Basketball, Football, Volleyball",3,Double Dutch,1
24Q236,International High School for Health Sciences,Queens,Q455,48-01 90th Street,Elmhurst,NY,11373,40.74121,-73.87473,718-595-8600,8:30 AM,3:30 PM,159,8.80%,5.70%,63.50%,21.40%,,,,,,0,,0,,0,,0,"DNA Research Team, Astronomy, Anime",3,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball, Cross Country, Gymnastics, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Tennis, Volleyball & JV Volleyball",9,,0
24Q264,Academy of Finance and Enterprise,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-389-3623,8:15 AM,3:15 PM,478,15.30%,7.10%,51.90%,22.00%,489,456,459,92.70%,Spanish,1,,0,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",9,,0,"Advanced Placement Prep, After-school Tutoring, Art, Computer, Cooking, Dance, Drama, Entrepreneurship, Environmental, Filipino American Human Services Inc. (FAHSI), Guitar, Honor Society, Journalism, Kaplan SAT Program for Juniors and Sophomores, Leadership, Music, New York Cares, Rewarding Achievement (REACH), Saturday Enrichment Program, Saturday Regents Prep, Student Government, Visual Arts, Yoga",23,Basketball & JV Basketball,1,"Softball, Volleyball",2,Wrestling,1
24Q267,High School of Applied Communication,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-389-3163,8:30 AM,3:30 PM,421,13.50%,12.60%,54.40%,15.90%,435,437,441,70.90%,Spanish,1,,0,"Biology, English Literature and Composition, European History, Human Geography, United States History",5,,0,"After-School Tutoring, Art Club, Museum Studies, Book Club, Technology Team, Consultative Council, Dance Team, Rocketry Club, Multicultural Club, National Honor Society, Peer Mediation, Peer Tutoring, Regents Review, Saturday Academy, Senior Council, Student Government, Yearbook.",17,"Basketball, Cross Country, Outdoor Track, Wrestling",4,"Basketball, Cross Country, Rugby, Softball, Volleyball",5,"Cross Country, Outdoor Track, Wrestling",3
24Q293,Civic Leadership Academy,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-1487,8:30 AM,3:30 PM,479,5.60%,7.90%,71.80%,9.80%,435,424,418,68.90%,Spanish,1,,0,"English Literature and Composition, United States Government and Politics, United States History",3,,0,"¡Cuidate! (Youth Development Program), After-school Tutoring, Art, Bowling, Chorus, College Preparatory, Community Service, Culinary, Dance, Drama, Homework Help, Music, Poetry, Reading and Math Assistance, Step, Yearbook, Young Men's Group, Young Women's Group; Our clubs are based on our students' interests and are subject to expansion",18,,0,,0,,0
24Q296,Pan American International High School,Queens,Q744,45-10 94th Street,Elmhurst,NY,11373,40.7433,-73.87057,718-271-3602,8:30 AM,3:15 PM,378,0.00%,0.00%,99.70%,0.30%,340,320,318,31.90%,Spanish Native Language Arts,1,,0,,0,,0,"Leadership Project, Peer Tutoring, Advanced English, Art Design and Exhibition, Baile Folklorico, Campaña Verde, Comics, Crochet, Dance, Drama Class, Family Festivals, Guitar, History Regents Prep, Latino Youth for Higher Education Program (LYHEP), Math Regents Prep, Music, Newspaper, Photography, Saturday Explorers, Science Regents Prep, Social Action Projects and Campaigns, Sports, Student Congress, Talent Show, Voice",25,,0,,0,,0
24Q299,Bard High School Early College Queens,Queens,Q735,30-20 Thomson Avenue,Long Island City,NY,11101,40.74509,-73.93681,718-361-3133,9:00 AM,3:20 PM,623,34.50%,11.40%,17.00%,34.20%,631,598,610,94.10%,"Arabic, Chinese (Mandarin), Latin, Spanish",4,,0,,0,,0,"Anime, Art, Ballroom Dancing, BHSEC Cares, Book, Community Council, Computers, Technology, Dance, Debate, Fencing, Film, Gardening, Habitat for Humanity, Knitting, Math Team, Medical, Model UN, Mock Trial, Movie, Mural, Music, Music Camp, Literary Magazine ('HYPE'), Newspaper ('B.Q. Broadside'), Outing, Peer Counselors, Peer Mentors, Peer Tutors, Ping-Pong, The Alliance, Seekers, Step Team, Student Ambassadors, Student Government, Weightlifting",36,"Basketball, Cross Country, Outdoor Track, Wrestling",4,"Basketball, Cross Country, Football, Outdoor Track, Rugby, Softball, Volleyball, Wrestling",8,"Cross Country, Outdoor Track, Wrestling",3
24Q455,Newtown High School,Queens,Q455,48-01 90th Street,Elmhurst,NY,11373,40.74121,-73.87473,718-595-8400,8:00 AM,3:30 PM,1921,4.30%,8.30%,61.40%,24.00%,434,401,389,39.10%,"Chinese, Chinese Native Language Arts, French, Spanish, Spanish Native Language Arts",5,,0,"Biology, Calculus AB, Calculus BC, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, World History",9,,0,"Arista, Art Portfolio, Art Shows, Bengali Club, Chess, Chinese, Concerts, Dance, Foreign Language, History, Key Club, Leadership Class, Literary Magazines, Math and Language Magazines, Mediation and Negotiation, Mu Alpha Theta (Math Honor Society), Multicultural Show, Photography, Poetry, Robotics, School Play, Science Fair, Spanish, SPARK Peer Helpers, Student Organization, The Tower School Newspaper, Yearbook, Debate, Cheerleading, Investment",30,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball, Cross Country, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball & JV Volleyball",8,"Bowling, Cricket, Handball, Wrestling",4
24Q485,Grover Cleveland High School,Queens,Q485,21-27 Himrod Street,Ridgewood,NY,11385,40.71122,-73.90865,718-381-9600,8:30 AM,3:15 PM,1828,18.90%,4.50%,65.70%,9.70%,452,422,416,38.90%,"Italian, Spanish",2,,0,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, European History, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States History",11,,0,"Arista, Computer Graphics/Art, Envirothon, International Bridge Building, Key Club, Lincoln-Douglas Debate, Literary Publication, Math Team, Musical and Play Productions, Numerous multicultural and multi-ethnic clubs, School Newspaper, Science Olympiad, SkillsUSA, Virtual Enterprise, Web Design/Internet, Yearbook",16,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",12,"Basketball & JV Basketball, Bowling, Cross Country, Handball, Indoor Track, Outdoor Track, Softball, Swimming, Tennis, Volleyball & JV Volleyball, Wrestling",11,"Handball, Wrestling",2
24Q520,Middle College High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,Long Island City,NY,11101,40.74415,-73.93363,718-392-3330,8:00 AM,1:55 PM,514,7.00%,4.70%,79.60%,8.40%,377,389,377,48.70%,American Sign Language,1,,0,,0,,0,"Conflict Resolution, Early College Program, Middle College National Consortium, National Honor Society, Peer Counseling, Yearbook, Senior Council Committee, Beginner Guitar, Chess, Community Service Project, Digital Storytelling, Robotics",12,"Baseball, Basketball, Golf, Soccer, Volleyball, Wrestling",6,"Basketball, Golf, Soccer, Softball & JV Softball, Tennis, Volleyball",6,,0
24Q530,International High School at LaGuardia Community College,Queens,Q520,45-35 Van Dam Street,Long Island City,NY,11101,40.74415,-73.93363,718-392-3433,8:00 AM,3:30 PM,509,13.00%,2.60%,45.00%,39.30%,425,367,365,71.70%,"American Sign Language, Arabic, Bengali, Chinese, Chinese (Cantonese), French, Italian, Korean, Polish, Spanish, Spanish Native Language Arts",11,,0,"Biology, Calculus AB, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Studio Art: Drawing, United States History",11,,0,"Access to LaGuardia Community College facilities, Advocacy Lab, After-school Tutoring, Art, Chess, Chinese, Chorus, Computer, Environmental, Forensic Science, Global Kids, Internship/Community Service, Latino Club, Math, Movie, Music, Saturday Literacy/Math, South Asian Club, Student Government, Students in Free Enterprise (SIFE), The Girls Project, Theater, Yearbook, Young Citizens Center",24,"Baseball, Basketball, Golf, Handball, Outdoor Track, Soccer, Volleyball",7,"Basketball, Golf, Handball, Outdoor Track, Soccer, Tennis, Volleyball",7,,0
24Q550,High School for Arts and Business,Queens,Q456,105-25 Horace Harding Expressway,Corona,NY,11368,40.73742,-73.85331,718-271-8383,8:45 AM,4:00 PM,870,4.10%,7.80%,77.20%,10.20%,413,405,393,76.70%,"French, Italian, Spanish",3,"Chinese, German, Latin",3,"Art History, English Language and Composition, English Literature and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",8,,0,"Action Team, Ad Council, Advertising Futures Campaign, AP History Team, Arista/National Honor Society, Art, Art Exhibits, Art Therapy, Career Cruising, Carnegie Hall Concerts and In-School Workshops, Center for Arts Internships, Cheerleading, Chess, Consultative Council, Cooking, DA Richard A. Brown Student Leadership Program, Dance Performances, Debate Team, Foreign Film, Fundraising Committee, Future Leaders of America (FBLA), Guitar, Job Readiness workshops, Job Shadowing, Law Team, Leadership Class, Math Challenge, Math Team, Mathematica, Multicultural Performances, Music, Peer Tutoring, Photography, Piano, Poem in Your Pocket, Pre-Med, Principal's Consultative Student Council, Public Speaking, Robotics, Senior Planning Committee, Service, Shakespeare Oratory Competition, School Newspaper, Spring Vocal and Instrumental Concert, Story Corps, Student Center, Student Government, Wellness Team, Winter Arts Festival, Yearbook Committee",50,"Baseball, Cross Country, Handball, Soccer",4,"Cross Country, Handball, Soccer",3,,0
24Q560,Robert F. Wagner Jr. Secondary School for Arts and Technology,Queens,Q891,47-07 30th Place,Long Island City,NY,11101,40.74226,-73.93688,718-472-5671,8:00 AM,3:00 PM,610,10.90%,4.90%,64.30%,19.20%,478,445,445,71.10%,Spanish,1,,0,"Biology, English Literature and Composition",2,,0,"Art (twice a week), Chess Team (nationally ranked), College Readiness, EatWise, Full piano lab with 30 keyboards, Garden Club at Long Island City Roots Community Garden, Gay-Straight Alliance, Crochet, Chinese Calligraphy, Foreign Film, Tech Team, Comic Book, Anime; Multiple field trips to museums and galleries; Music Composition Lab, National Honor Society/Arista, PENCIL; Portfolio development for students interested in applying to art school; Radio, School Leadership Team, Senior Give-Back projects, Student Talent Showcases; Theater program with professional-level productions; United Student Organization (USO), Yearbook",19,"Baseball, Basketball, Golf, Soccer, Volleyball, Wrestling",6,"Basketball, Golf, Soccer, Softball, Tennis, Volleyball",6,Wrestling,1
24Q585,Maspeth High School,Queens,Q585,54-40 74th Street,Elmhurst,NY,11373,40.72954,-73.88739,718-803-7100,8:15 AM,3:05 PM,973,35.80%,2.00%,44.60%,17.50%,476,471,480,90.00%,"Classical Greek, Latin",2,,0,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Latin: Vergil, Macroeconomics, Physics B, Studio Art: 2-D Design, United States Government and Politics, United States History, World History",13,,0,"Chess Team, Classics, Debate Team, Art Exhibitions, Green Club, International Thespian Society, Key Club, Math Team, Mock Trial Team, Model UN, Moot Court Team, National Honor Society, Robotics, Science, Student Government, Yearbook, Future Doctors, Fitness, buildOn, 4H Club, Junior State of America, Science Olympiad, Philosophy, Maspeth Aeronautics and Space Association (MASA), Literary Magazine, Homeric Society, Gilder Lehrman, String Ensemble, MHS Choir, Dance Company, Cheerleading, Speech Team, Unity, Red Cross",34,"Baseball, Basketball & JV Basketball, Lacrosse, Soccer, Wrestling",5,"Basketball & JV Basketball, Softball, Volleyball",3,Cricket,1
24Q600,Queens Vocational and Technical High School,Queens,Q600,37-02 47th Avenue,Long Island City,NY,11101,40.74219,-73.92824,718-937-3010,8:00 AM,4:30 PM,1553,7.30%,5.80%,74.60%,12.10%,467,436,432,53.40%,"Spanish, Spanish Native Language Arts",2,,0,"European History, Human Geography, Physics B, Psychology, Spanish Language and Culture",5,,0,"Cheerleading, Chess, Creative Arts Group, Future Business Leaders of America (FBLA), Gay-Straight Alliance (GSA), Leadership, Lincoln-Douglas Debate Team, Literary Magazine, Mock Trial Team, MOUSE Squad, Peer Mediation/Conflict Resolution, PM School, Poetry, Presidential Honor Society, Robotics, SAT Prep, SkillsUSA, SPARK, Student Government, Virtual Enterprise, Vocational Voice School Newspaper, Yearbook Committee",22,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Handball, Soccer, Softball, Wrestling",7,"Basketball, Bowling, Softball, Volleyball",4,,0
24Q610,Aviation Career and Technical Education High School,Queens,Q610,45-30 36th Street,Long Island City,NY,11101,40.74359,-73.92908,718-361-2032,8:00 AM,4:30 PM,2168,11.00%,6.30%,49.00%,30.90%,511,464,456,78.60%,Spanish,1,Spanish,1,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, United States Government and Politics, United States History, World History",8,,0,"Air Force Junior Reserve Officers' Training Corps (AFJROTC), Airborne Flying, Aircraft Structural Repair, Asian Club, Aviation High School Band/Music, Chess, Christian Club, Drama, FIRST Robotics Team, Future Airline Pilots, Journalism, Key Club, Math Leaders, Mock Trial and Moot Court, Model Airplane, Music, Muslim Club, National Honor Society, Outdoors, Pegasus Technical Honor Society, Presidents'/Captains' Association, Science Leadership Institute, Secular Student, Sister Circle, SkillsUSA/VICA (Vocational Industrial Clubs of America), Student Government, Yearbook",27,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross Country, Golf, Handball, Indoor Track, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",13,"Basketball, Indoor Track, Outdoor Track, Volleyball",4,,0
25Q240,Veritas Academy,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7520,7:50 AM,2:40 PM,275,12.70%,13.80%,52.40%,20.00%,,,,,Spanish,1,,0,,0,,0,"Arista, Dance, Chorus, Community Service, Concert and Jazz Bands, Graphic Arts, Fashion Design, Visual Art, Math Society, Prom Committee, Student Government, Youth Development Program, Yearbook, Fitness and Sports Program",14,"Baseball, Basketball, Bowling, Football, Handball, Soccer, Tennis, Volleyball, Wrestling",9,"Basketball, Handball, Outdoor Track, Soccer, Softball, Volleyball",6,,0
25Q241,Queens High School for Language Studies,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7530,8:00 AM,3:37 PM,205,2.40%,10.20%,23.90%,61.00%,,,,,"Chinese (Mandarin), Chinese Native Language Arts",2,,0,,0,,0,"Music, Anime, Chess, Community Arts, Drama, Math, Computer Programming, Student Government, Daily tutoring; As we grow, we plan to offer language labs, dance, newspaper, yearbook, and others proposed by students, and PM or Saturday school as needed; Taekwondo and Korean traditional dance classes are offered through school partnerships with community organizations.",15,"Baseball, Basketball, Bowling, Football, Handball, Indoor Track, Soccer, Tennis, Volleyball, Wrestling",10,"Basketball, Handball, Indoor Track, Soccer, Softball, Volleyball, Wrestling",7,,0
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,Fresh Meadows,NY,11366,40.72452,-73.80943,718-380-6929,8:38 AM,2:57 PM,557,19.20%,19.50%,21.80%,36.20%,516,493,486,88.20%,Spanish,1,,0,"Biology, Chemistry, Psychology",3,,0,"Anime, Drama, Early Morning Tutoring, Ivy Society, Math Tutorial, Mathletes, National Honor Society, Peer Mediation, Photography, Robotics, Senior Committee, Silver Chord, Spirit Squad, String Ensemble, Student Government, Studio Art, Yearbook; Students are encouraged to initiate clubs pertaining to their individual interests",17,,0,,0,,0
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,Flushing,NY,11355,40.76041,-73.81838,718-463-2348,8:40 AM,3:30 PM,437,2.50%,2.50%,38.40%,55.60%,481,323,323,67.70%,,0,,0,,0,,0,"Before- and after-school Academic Support, Book, Drama, Digital Video/Photography, IT, Green Team, Korean Fan Dancing, MultiSquad (Multicultural Student Group), Regents Prep, SAT Prep, Science Challenge, Chess, Creative Writing, Soccer, Volleyball, Baseball, Guitar, Badminton, Dream Team, Student Government",20,Basketball,1,Handball,1,,0
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,Flushing,NY,11355,40.7493,-73.82181,718-353-0009,7:50 AM,3:00 PM,666,5.30%,14.90%,18.30%,60.70%,521,457,451,89.40%,"Chinese (Mandarin), Japanese, Korean",3,,0,"Calculus AB, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, Human Geography, Psychology",7,,0,"Advisory, All School Yearbook, Anime, Art, Can You 24?, Chinese Erhu, College Trips, Community Service Opportunities, Cultural Studies in China, Dance Show, Dance Team, Drama, Friends of Rachel, Gay/Straight Alliance, Hispanic Club, Judo, Junior NAACP Club, Key Club, Korean Painting, Korean POP Dance, Leadership Trip to Korea, Literacy Lab, Martial Arts, Model UN, Multicultural Night, National Honor Society, NYPD Explorers Program, OST Homework Help, Peer Mediation, Photography, Pre-Med, Robotics, Student Government, Summer in Japan, School Musical, School Newspaper, Talent Show, Team Soccer, Team Basketball, other clubs by student request",40,,0,,0,,0
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,Flushing,NY,11358,40.76512,-73.79006,718-461-2219,8:00 AM,3:00 PM,610,50.30%,9.10%,22.70%,15.80%,484,491,487,89.20%,"Latin, Spanish",2,"Latin, Spanish",2,"Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Macroeconomics, United States History, World History",7,,0,"Broadcast, Competitive Speech and Debate, Drama, Election Connection, Environmental, Greek, Friday Jam, Literary Magazine, Model UN, Newspaper, Photography, Principal's Advisory, Publications, Readings and Performances, Screenwriting, Spanish, Student Government, Student Newspaper, Town Hall, Videography, Web Design, Yearbook",22,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cross Country, Fencing, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball, Wrestling",13,"Basketball & JV Basketball, Bowling, Cross Country, Fencing, Handball, Indoor Track, Outdoor Track, Soccer, Softball & JV Softball, Swimming, Tennis, Volleyball & JV Volleyball",12,,0
25Q425,John Bowne High School,Queens,Q425,63-25 Main Street,Flushing,NY,11367,40.7387,-73.82479,718-263-1919,9:08 AM,3:47 PM,3667,4.50%,18.40%,46.00%,29.40%,467,422,425,62.10%,"Chinese, French, Italian, Latin, Spanish",5,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Literature and Composition, Macroeconomics, Microeconomics, Physics C: Electricity and Magnetism, Spanish Language and Culture, Statistics, United States Government and Politics, United States History",14,,0,"African Club, Agriculture Publication, Agriculture Sales Team, Anti-Bullying Alliance, Arista, Blood Drive, Cheerleading, Chemistry Olympiad, Chinese, College Visitations, Conflict Resolution, Dance Team, Debate Team, Desi Club, Drama, Envirothon Team, Equine Team, Euro Challenge, Fashion, Floriculture, Foreign Language, Freshman Year Initiative, Future Farmers of America (FFA), Glee, Green Team, Holiday Celebrations, In-House Plant Science, Indo-Pak, Intex, Japanese, Journalism, Junior Air Force Reserve Officers' Training Corps Drill Team, Key Club, Leadership Program, Literary Magazines, Livestock Judging Team, Mock Trial, Moot Court, Muslim Students Association, Peer Mediation, Robotics, Civil Engineering, School Dance, School Newspaper, Science Olympiad, Small Animal Care, Student Ambassador, Student Animal Science/Plant Science Competitions, Student Union, Talent Show, Winter Carnival, Wrestling, Yearbook",53,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Cricket, Cross Country, Golf, Handball, Outdoor Track, Soccer, Tennis, Volleyball, Wrestling",12,"Basketball, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Tennis, Volleyball & JV Volleyball",8,"Bowling, Cricket, Golf, Handball, Wrestling",5
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7500,8:51 AM,3:37 PM,2186,3.70%,23.70%,51.10%,20.30%,444,407,405,46.10%,"Chinese, French, Spanish",3,,0,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Physics B, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",19,,0,"Arts, Math Team, Glamour Gals, Arista, ASPIRA, Attendance Intervention Program, Beginning Vocal, Cartooning, Chinese, Concert Band, Debate Team, Forum School Newspaper, Griffin, Guitar, Honors Chorus, Journalism, Korean Club, Law Team, Leadership, Leo's Club, Multicultural, Painting and Drawing, Peer Mediation, Play Production, Professional Chorus, Set Design, Sports and Arts High School Today Program, Student Government, TRI-M (Music Honor Society), Wellness Committee, Yearbook",31,"Baseball & JV Baseball, Basketball & JV Basketball, Bowling, Football, Handball, Indoor Track, JV Football, Soccer, Tennis, Volleyball, Wrestling",11,"Basketball, Handball, Indoor Track, Soccer, Softball & JV Softball, Tennis, Wrestling",7,"Bowling, Tennis, Wrestling",3
25Q525,Townsend Harris High School,Queens,Q515,149-11 Melbourne Avenue,Flushing,NY,11367,40.73441,-73.82142,718-575-5580,8:20 AM,3:00 PM,1132,21.90%,6.30%,11.60%,58.60%,680,640,661,97.10%,"Classical Greek, French, Hebrew, Japanese, Latin, Spanish",6,,0,"Calculus AB, Calculus BC, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Japanese Language and Culture, Macroeconomics, Music Theory, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",17,,0,"American Classic League Honor Awards Society, Archon Student Service Honor Society, Arista National Honor Society, Art Shows, Brain Bee, The Classic School Newspaper, Consultative Council, Crimson and Gold yearbook, Fed Challenge, Festival of Nations, Freshman Grade Leaders, Japanese Honor Society, The Journal of Science Research, Junior Grade Leaders, Math Team, Mock Trial, Model United Nations, Moot Court; Mu Alpha Theta Honor Society, New York City Science & Engineering Fair and Junior Science & Humanities Symposium, NYC & NYS History Day, NYS Science Honor Society, Quantum Cat Literary/science magazine, The Phoenix Literary/art magazine, School Musical, School Play, Science Olympiad Team, Senior Council, SING, Sophomore Grade Leaders, Spring Concert, Student Government; More than 40 clubs including: Amnesty International, Anime, Arabic, Chess, Cinephiles, Creative Writers' Workshop, Dance Dance Revolution (DDR), Drama, Educate to Elevate, Fashion, Free the Children, Glamour Gals, Glee Club, Jewish Culture, Key Club, Knitting, Latin Dance, Muslim Student Association, Photography, Red Cross, SAGES, Scrabble, Seekers, Society for the Preservation of the Earth",54,"Baseball, Basketball, Bowling, Cross Country, Fencing, Handball, Indoor Track, Outdoor Track, Soccer, Swimming, Tennis, Volleyball",12,"Basketball & JV Basketball, Bowling, Cross Country, Fencing, Football, Handball, Indoor Track, Outdoor Track, Soccer, Softball, Swimming, Tennis, Volleyball & JV Volleyball, Wrestling",14,Wrestling,1
